,Ticker,Exchange,Name,Sector,Industry
688,CPAH,NASDAQ,Counterpath Corporation,Technology,Computer Software Prepackaged Software
689,CPHC,NASDAQ,Canterbury Park Holding Corporation,Consumer Services,Servicesmisc Amusement And Recreation
690,CPIX,NASDAQ,Cumberland Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
691,CPLA,NASDAQ,Capella Education Company,Consumer Services,Other Consumer Services
692,CPLP,NASDAQ,Capital Product Partners Lp,Transportation,Marine Transportation
693,CPRT,NASDAQ,Copart Inc,Consumer Durables,Automotive Aftermarket
694,CPRX,NASDAQ,Catalyst Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
695,CPSH,NASDAQ,Cps Technologies Corp,Capital Goods,Building Materials
696,CPSI,NASDAQ,Computer Programs And Systems Inc,Technology,Edp Services
697,CPSS,NASDAQ,Consumer Portfolio Services Inc,Finance,Finance Consumer Services
698,CPST,NASDAQ,Capstone Turbine Corporation,Energy,Industrial Machinery Components
699,CPTA,NASDAQ,Capitala Finance Corp,Missing,Missing
700,CPTAG,NASDAQ,Capitala Finance Corp,Missing,Missing
701,CPTAL,NASDAQ,Capitala Finance Corp,Missing,Missing
702,CRAI,NASDAQ,Cra Internationalinc,Miscellaneous,Other Consumer Services
703,CRAY,NASDAQ,Cray Inc,Technology,Computer Manufacturing
704,CRBP,NASDAQ,Corbus Pharmaceuticals Holdings Inc,Health Care,Major Pharmaceuticals
705,CRED,NASDAQ,Ishares Us Credit Bond Etf,Missing,Missing
706,CREE,NASDAQ,Cree Inc,Technology,Semiconductors
707,CREG,NASDAQ,China Recycling Energy Corporation,Miscellaneous,Business Services
708,CRESY,NASDAQ,Cresud Sacif Y A,Finance,Real Estate
709,CRIS,NASDAQ,Curis Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
710,CRME,NASDAQ,Cardiome Pharma Corporation,Health Care,Major Pharmaceuticals
711,CRMT,NASDAQ,Americas Carmart Inc,Consumer Durables,Automotive Aftermarket
712,CRNT,NASDAQ,Ceragon Networks Ltd,Technology,Radio And Television Broadcasting And Communications Equipment
713,CRON,NASDAQ,Cronos Group Inc,Consumer Durables,Specialty Chemicals
714,CROX,NASDAQ,Crocs Inc,Consumer Nondurables,Shoe Manufacturing
715,CRSP,NASDAQ,Crispr Therapeutics Ag,Health Care,Biotechnology Biological Products No Diagnostic Substances
716,CRTO,NASDAQ,Criteo Sa,Technology,Advertising
717,CRUS,NASDAQ,Cirrus Logic Inc,Technology,Semiconductors
718,CRUSC,NASDAQ,Calvert Management Series,Missing,Missing
719,CRVL,NASDAQ,Corvel Corp,Finance,Specialty Insurers
720,CRVS,NASDAQ,Corvus Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
721,CRWS,NASDAQ,Crown Crafts Inc,Basic Industries,Textiles
722,CRZO,NASDAQ,Carrizo Oil And Gas Inc,Energy,Oil And Gas Production
723,CSA,NASDAQ,Victoryshares Us Small Cap Volatility Wtd Etf,Missing,Missing
724,CSB,NASDAQ,Victoryshares Us Small Cap High Div Volatility Wtd Etf,Missing,Missing
725,CSBR,NASDAQ,Champions Oncology Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
726,CSCO,NASDAQ,Cisco Systems Inc,Technology,Computer Communications Equipment
727,CSF,NASDAQ,Victoryshares Us Discovery Enhanced Volatility Wtd Etf,Missing,Missing
728,CSFL,NASDAQ,Centerstate Bank Corporation,Finance,Major Banks
729,CSGP,NASDAQ,Costar Group Inc,Miscellaneous,Business Services
730,CSGS,NASDAQ,Csg Systems International Inc,Technology,Edp Services
731,CSII,NASDAQ,Cardiovascular Systems Inc,Health Care,Medical Dental Instruments
732,CSIQ,NASDAQ,Canadian Solar Inc,Technology,Semiconductors
733,CSJ,NASDAQ,Ishares 13 Year Credit Bond Etf,Missing,Missing
734,CSML,NASDAQ,Iq Chaikin Us Small Cap Etf,Missing,Missing
735,CSOD,NASDAQ,Cornerstone Ondemand Inc,Technology,Computer Software Prepackaged Software
736,CSPI,NASDAQ,Csp Inc,Technology,Edp Services
737,CSQ,NASDAQ,Calamos Strategic Total Return Fund,Missing,Missing
738,CSSE,NASDAQ,Chicken Soup For The Soul Entertainment Inc,Consumer Services,Movies Entertainment
739,CSTE,NASDAQ,Caesarstone Ltd,Capital Goods,Building Materials
740,CSTR,NASDAQ,Capstar Financial Holdings Inc,Finance,Major Banks
741,CSWC,NASDAQ,Capital Southwest Corporation,Consumer Nondurables,Textiles
742,CSWCL,NASDAQ,Capital Southwest Corporation,Consumer Nondurables,Textiles
743,CSWI,NASDAQ,Csw Industrials Inc,Basic Industries,Home Furnishings
744,CSX,NASDAQ,Csx Corporation,Transportation,Railroads
745,CTAS,NASDAQ,Cintas Corporation,Consumer Nondurables,Apparel
746,CTBI,NASDAQ,Community Trust Bancorp Inc,Finance,Major Banks
747,CTG,NASDAQ,Computer Task Group Incorporated,Technology,Edp Services
748,CTHR,NASDAQ,Charles And Colvard Ltd,Consumer Durables,Consumer Specialties
749,CTIB,NASDAQ,Cti Industries Corporation,Basic Industries,Specialty Chemicals
750,CTIC,NASDAQ,Cti Biopharma Corp,Health Care,Major Pharmaceuticals
751,CTMX,NASDAQ,Cytomx Therapeutics Inc,Health Care,Major Pharmaceuticals
752,CTRE,NASDAQ,Caretrust Reit Inc,Consumer Services,Real Estate Investment Trusts
753,CTRL,NASDAQ,Control4 Corporation,Capital Goods,Electrical Products
754,CTRN,NASDAQ,Citi Trends Inc,Consumer Services,Clothing Shoe Accessory Stores
755,CTRP,NASDAQ,Ctripcom International Ltd,Miscellaneous,Business Services
756,CTRV,NASDAQ,Contravir Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
757,CTSH,NASDAQ,Cognizant Technology Solutions Corporation,Technology,Edp Services
758,CTSO,NASDAQ,Cytosorbents Corporation,Health Care,Medical Dental Instruments
759,CTWS,NASDAQ,Connecticut Water Service Inc,Public Utilities,Water Supply
760,CTXR,NASDAQ,Citius Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
761,CTXRW,NASDAQ,Citius Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
762,CTXS,NASDAQ,Citrix Systems Inc,Technology,Computer Software Prepackaged Software
763,CUBA,NASDAQ,The Herzfeld Caribbean Basin Fund Inc,Missing,Missing
764,CUE,NASDAQ,Cue Biopharma Inc,Health Care,Major Pharmaceuticals
765,CUI,NASDAQ,Cui Global Inc,Consumer Nondurables,Electronic Components
766,CUR,NASDAQ,Neuralstem Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
767,CUTR,NASDAQ,Cutera Inc,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
768,CVBF,NASDAQ,Cvb Financial Corporation,Finance,Major Banks
769,CVCO,NASDAQ,Cavco Industries Inc,Basic Industries,Homebuilding
770,CVCY,NASDAQ,Central Valley Community Bancorp,Finance,Major Banks
771,CVGI,NASDAQ,Commercial Vehicle Group Inc,Capital Goods,Auto Partsoem
772,CVGW,NASDAQ,Calavo Growers Inc,Consumer Nondurables,Farming Seeds Milling
773,CVLT,NASDAQ,Commvault Systems Inc,Technology,Computer Software Prepackaged Software
774,CVLY,NASDAQ,Codorus Valley Bancorp Inc,Finance,Savings Institutions
775,CVON,NASDAQ,Convergeone Holdings Inc,Technology,Computer Software Prepackaged Software
776,CVONW,NASDAQ,Convergeone Holdings Inc,Technology,Computer Software Prepackaged Software
777,CVTI,NASDAQ,Covenant Transportation Group Inc,Transportation,Trucking Freight Courier Services
778,CVV,NASDAQ,Cvd Equipment Corporation,Technology,Industrial Machinery Components
779,CWAY,NASDAQ,Coastway Bancorp Inc,Finance,Savings Institutions
780,CWBC,NASDAQ,Community West Bancshares,Finance,Major Banks
781,CWBR,NASDAQ,Cohbar Inc,Health Care,Major Pharmaceuticals
782,CWCO,NASDAQ,Consolidated Water Co Ltd,Public Utilities,Water Supply
783,CWST,NASDAQ,Casella Waste Systems Inc,Public Utilities,Environmental Services
784,CXDC,NASDAQ,China Xd Plastics Company Limited,Capital Goods,Containers Packaging
785,CXRX,NASDAQ,Concordia International Corp,Health Care,Major Pharmaceuticals
786,CXSE,NASDAQ,Wisdomtree China Exstateowned Enterprises Fund,Missing,Missing
787,CY,NASDAQ,Cypress Semiconductor Corporation,Technology,Semiconductors
788,CYAD,NASDAQ,Celyad Sa,Health Care,Major Pharmaceuticals
789,CYAN,NASDAQ,Cyanotech Corporation,Consumer Durables,Specialty Chemicals
790,CYBE,NASDAQ,Cyberoptics Corporation,Capital Goods,Electronic Components
791,CYBR,NASDAQ,Cyberark Software Ltd,Technology,Computer Software Prepackaged Software
792,CYCC,NASDAQ,Cyclacel Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
793,CYCCP,NASDAQ,Cyclacel Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
794,CYHHZ,NASDAQ,Community Health Systems Inc,Health Care,Hospital Nursing Management
795,CYOU,NASDAQ,Changyoucom Limited,Technology,Computer Software Prepackaged Software
796,CYRN,NASDAQ,Cyren Ltd,Technology,Computer Software Prepackaged Software
797,CYRX,NASDAQ,Cryoport Inc,Transportation,Oil Refining Marketing
798,CYRXW,NASDAQ,Cryoport Inc,Transportation,Oil Refining Marketing
799,CYTK,NASDAQ,Cytokinetics Incorporated,Health Care,Major Pharmaceuticals
800,CYTR,NASDAQ,Cytrx Corporation,Health Care,Biotechnology Biological Products No Diagnostic Substances
801,CYTX,NASDAQ,Cytori Therapeutics Inc,Health Care,Medical Dental Instruments
802,CYTXW,NASDAQ,Cytori Therapeutics Inc,Health Care,Medical Dental Instruments
803,CZFC,NASDAQ,Citizens First Corporation,Finance,Major Banks
804,CZNC,NASDAQ,Citizens And Northern Corp,Finance,Major Banks
805,CZR,NASDAQ,Caesars Entertainment Corporation,Consumer Services,Hotels Resorts
806,CZWI,NASDAQ,Citizens Community Bancorp Inc,Finance,Savings Institutions
807,DAIO,NASDAQ,Data I O Corporation,Capital Goods,Electrical Products
808,DAKT,NASDAQ,Daktronics Inc,Consumer Durables,Miscellaneous Manufacturing Industries
809,DARE,NASDAQ,Dare Bioscience Inc,Health Care,Major Pharmaceuticals
810,DAVE,NASDAQ,Famous Daves Of America Inc,Consumer Services,Restaurants
811,DAX,NASDAQ,Horizons Dax Germany Etf,Missing,Missing
812,DBVT,NASDAQ,Dbv Technologies Sa,Health Care,Biotechnology Biological Products No Diagnostic Substances
813,DBX,NASDAQ,Dropbox Inc,Technology,Computer Software Prepackaged Software
814,DCAR,NASDAQ,Dropcar Inc,Consumer Services,Telecommunications Equipment
815,DCIX,NASDAQ,Diana Containerships Inc,Transportation,Marine Transportation
816,DCOM,NASDAQ,Dime Community Bancshares Inc,Finance,Savings Institutions
817,DCPH,NASDAQ,Deciphera Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
818,DDBI,NASDAQ,Legg Mason Developed Exus Diversified Core Etf,Missing,Missing
819,DELT,NASDAQ,Delta Technology Holdings Limited,Basic Industries,Major Chemicals
820,DENN,NASDAQ,Dennys Corporation,Consumer Services,Restaurants
821,DEPO,NASDAQ,Depomed Inc,Health Care,Major Pharmaceuticals
822,DERM,NASDAQ,Dermira Inc,Health Care,Major Pharmaceuticals
823,DEST,NASDAQ,Destination Maternity Corporation,Consumer Services,Clothing Shoe Accessory Stores
824,DFBG,NASDAQ,Differential Brands Group Inc,Consumer Nondurables,Apparel
825,DFBH,NASDAQ,Dfb Healthcare Acquisitions Corp,Finance,Business Services
826,DFBHU,NASDAQ,Dfb Healthcare Acquisitions Corp,Finance,Business Services
827,DFBHW,NASDAQ,Dfb Healthcare Acquisitions Corp,Finance,Business Services
828,DFFN,NASDAQ,Diffusion Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
829,DFNL,NASDAQ,Davis Select Financial Etf,Missing,Missing
830,DFRG,NASDAQ,Del Friscos Restaurant Group Inc,Consumer Services,Restaurants
831,DFVL,NASDAQ,Barclays Plc,Finance,Commercial Banks
832,DFVS,NASDAQ,Barclays Plc,Finance,Commercial Banks
833,DGICA,NASDAQ,Donegal Group Inc,Finance,Propertycasualty Insurers
834,DGICB,NASDAQ,Donegal Group Inc,Finance,Propertycasualty Insurers
835,DGII,NASDAQ,Digi International Inc,Technology,Computer Communications Equipment
836,DGLD,NASDAQ,Credit Suisse Ag,Finance,Investment Bankers Brokers Service
837,DGLY,NASDAQ,Digital Ally Inc,Technology,Radio And Television Broadcasting And Communications Equipment
838,DGRE,NASDAQ,Wisdomtree Emerging Markets Quality Dividend Growth Fund,Missing,Missing
839,DGRS,NASDAQ,Wisdomtree Us Smallcap Quality Dividend Growth Fund,Missing,Missing
840,DGRW,NASDAQ,Wisdomtree Us Quality Dividend Growth Fund,Missing,Missing
841,DHIL,NASDAQ,Diamond Hill Investment Group Inc,Finance,Investment Managers
842,DHXM,NASDAQ,Dhx Media Ltd,Missing,Missing
843,DINT,NASDAQ,Davis Select International Etf,Missing,Missing
844,DIOD,NASDAQ,Diodes Incorporated,Technology,Semiconductors
845,DISCA,NASDAQ,Discovery Inc,Consumer Services,Television Services
846,DISCB,NASDAQ,Discovery Inc,Consumer Services,Television Services
847,DISCK,NASDAQ,Discovery Inc,Consumer Services,Television Services
848,DISH,NASDAQ,Dish Network Corporation,Consumer Services,Television Services
849,DJCO,NASDAQ,Daily Journal Corp Sc,Consumer Services,Newspapers Magazines
850,DLBL,NASDAQ,Barclays Plc,Finance,Commercial Banks
851,DLBS,NASDAQ,Barclays Plc,Finance,Commercial Banks
852,DLHC,NASDAQ,Dlh Holdings Corp,Technology,Professional Services
853,DLPN,NASDAQ,Dolphin Entertainment Inc,Consumer Services,Other Consumer Services
854,DLPNW,NASDAQ,Dolphin Entertainment Inc,Consumer Services,Other Consumer Services
855,DLTH,NASDAQ,Duluth Holdings Inc,Consumer Services,Clothing Shoe Accessory Stores
856,DLTR,NASDAQ,Dollar Tree Inc,Consumer Services,Department Specialty Retail Stores
857,DMLP,NASDAQ,Dorchester Minerals Lp,Energy,Oil And Gas Production
858,DMPI,NASDAQ,Delmar Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
859,DMRC,NASDAQ,Digimarc Corporation,Technology,Edp Services
860,DNBF,NASDAQ,Dnb Financial Corp,Finance,Major Banks
861,DNJR,NASDAQ,Golden Bull Limited,Finance,Finance Consumer Services
862,DNKN,NASDAQ,Dunkin Brands Group Inc,Consumer Services,Restaurants
863,DNLI,NASDAQ,Denali Therapeutics Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
864,DOCU,NASDAQ,Docusign Inc,Technology,Computer Software Prepackaged Software
865,DOGZ,NASDAQ,Dogness International Corporation,Consumer Durables,Miscellaneous Manufacturing Industries
866,DORM,NASDAQ,Dorman Products Inc,Capital Goods,Auto Partsoem
867,DOTA,NASDAQ,Draper Oakwood Technology Acquisition Inc,Finance,Business Services
868,DOTAR,NASDAQ,Draper Oakwood Technology Acquisition Inc,Finance,Business Services
869,DOTAU,NASDAQ,Draper Oakwood Technology Acquisition Inc,Finance,Business Services
870,DOTAW,NASDAQ,Draper Oakwood Technology Acquisition Inc,Finance,Business Services
871,DOVA,NASDAQ,Dova Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
872,DOX,NASDAQ,Amdocs Limited,Technology,Edp Services
873,DRAD,NASDAQ,Digirad Corporation,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
874,DRIO,NASDAQ,Dariohealth Corp,Health Care,Medical Dental Instruments
875,DRIOW,NASDAQ,Dariohealth Corp,Health Care,Medical Dental Instruments
876,DRIV,NASDAQ,Global X Autonomous And Electric Vehicles Etf,Missing,Missing
877,DRNA,NASDAQ,Dicerna Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
878,DRRX,NASDAQ,Durect Corporation,Health Care,Major Pharmaceuticals
879,DRYS,NASDAQ,Dryships Inc,Transportation,Marine Transportation
880,DSGX,NASDAQ,The Descartes Systems Group Inc,Technology,Computer Software Prepackaged Software
881,DSKE,NASDAQ,Daseke Inc,Consumer Services,Transportation Services
882,DSKEW,NASDAQ,Daseke Inc,Consumer Services,Transportation Services
883,DSLV,NASDAQ,Credit Suisse Ag,Finance,Investment Bankers Brokers Service
884,DSPG,NASDAQ,Dsp Group Inc,Technology,Semiconductors
885,DSWL,NASDAQ,Deswell Industries Inc,Consumer Nondurables,Plastic Products
886,DTEA,NASDAQ,Davidstea Inc,Consumer Nondurables,Food Chains
887,DTRM,NASDAQ,Determine Inc,Technology,Computer Software Prepackaged Software
888,DTUL,NASDAQ,Barclays Plc,Finance,Commercial Banks
889,DTUS,NASDAQ,Barclays Plc,Finance,Commercial Banks
890,DTYL,NASDAQ,Barclays Plc,Finance,Commercial Banks
891,DTYS,NASDAQ,Barclays Plc,Finance,Commercial Banks
892,DUSA,NASDAQ,Davis Select Us Equity Etf,Missing,Missing
893,DVAX,NASDAQ,Dynavax Technologies Corporation,Health Care,Major Pharmaceuticals
894,DVCR,NASDAQ,Diversicare Healthcare Services Inc,Health Care,Hospital Nursing Management
895,DVY,NASDAQ,Ishares Select Dividend Etf,Missing,Missing
896,DWAQ,NASDAQ,Powershares Dwa Nasdaq Momentum Portfolio,Missing,Missing
897,DWAS,NASDAQ,Powershares Dwa Smallcap Momentum Portfolio,Missing,Missing
898,DWAT,NASDAQ,Arrow Dwa Tactical Etf,Missing,Missing
899,DWCH,NASDAQ,Datawatch Corporation,Technology,Computer Software Prepackaged Software
900,DWCR,NASDAQ,Arrow Dwa Country Rotation Etf,Missing,Missing
901,DWFI,NASDAQ,Spdr Dorsey Wright Fixed Income Allocation Etf,Missing,Missing
902,DWIN,NASDAQ,Powershares Dwa Tactical Multiasset Income Portfolio,Missing,Missing
903,DWLD,NASDAQ,Davis Select Worldwide Etf,Missing,Missing
904,DWLV,NASDAQ,Powershares Dwa Momentum And Low Volatility Rotation Portfolio,Missing,Missing
905,DWPP,NASDAQ,First Trust Dorsey Wright Peoples Portfolio Etf,Missing,Missing
906,DWSN,NASDAQ,Dawson Geophysical Company,Energy,Oil And Gas Production
907,DWTR,NASDAQ,Powershares Dwa Tactical Sector Rotation Portfolio,Missing,Missing
908,DXCM,NASDAQ,Dexcom Inc,Health Care,Medical Dental Instruments
909,DXGE,NASDAQ,Wisdomtree Germany Hedged Equity Fund,Missing,Missing
910,DXJS,NASDAQ,Wisdomtree Japan Hedged Smallcap Equity Fund,Missing,Missing
911,DXLG,NASDAQ,Destination Xl Group Inc,Consumer Services,Clothing Shoe Accessory Stores
912,DXPE,NASDAQ,Dxp Enterprises Inc,Capital Goods,Industrial Machinery Components
913,DXYN,NASDAQ,The Dixie Group Inc,Consumer Durables,Home Furnishings
914,DYNT,NASDAQ,Dynatronics Corporation,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
915,DYSL,NASDAQ,Dynasil Corporation Of America,Capital Goods,Industrial Machinery Components
916,DZSI,NASDAQ,Dasan Zhone Solutions Inc,Public Utilities,Telecommunications Equipment
917,EA,NASDAQ,Electronic Arts Inc,Technology,Computer Software Prepackaged Software
918,EACQ,NASDAQ,Easterly Acquisition Corp,Finance,Finance Consumer Services
919,EACQU,NASDAQ,Easterly Acquisition Corp,Finance,Finance Consumer Services
920,EACQW,NASDAQ,Easterly Acquisition Corp,Finance,Finance Consumer Services
921,EAGL,NASDAQ,Platinum Eagle Acquisition Corp,Finance,Business Services
922,EAGLU,NASDAQ,Platinum Eagle Acquisition Corp,Finance,Business Services
923,EAGLW,NASDAQ,Platinum Eagle Acquisition Corp,Finance,Business Services
924,EARS,NASDAQ,Auris Medical Holding Ag,Health Care,Major Pharmaceuticals
925,EAST,NASDAQ,Eastside Distilling Inc,Consumer Nondurables,Beverages Production Distribution
926,EASTW,NASDAQ,Eastside Distilling Inc,Consumer Nondurables,Beverages Production Distribution
927,EBAY,NASDAQ,Ebay Inc,Miscellaneous,Business Services
928,EBAYL,NASDAQ,Ebay Inc,Miscellaneous,Business Services
929,EBIO,NASDAQ,Eleven Biotherapeutics Inc,Health Care,Major Pharmaceuticals
930,EBIX,NASDAQ,Ebix Inc,Technology,Edp Services
931,EBMT,NASDAQ,Eagle Bancorp Montana Inc,Finance,Major Banks
932,EBSB,NASDAQ,Meridian Bancorp Inc,Finance,Major Banks
933,EBTC,NASDAQ,Enterprise Bancorp Inc,Finance,Major Banks
934,ECHO,NASDAQ,Echo Global Logistics Inc,Transportation,Oil Refining Marketing
935,ECOL,NASDAQ,Us Ecology Inc,Public Utilities,Environmental Services
936,ECPG,NASDAQ,Encore Capital Group Inc,Finance,Finance Companies
937,ECYT,NASDAQ,Endocyte Inc,Health Care,Major Pharmaceuticals
938,EDAP,NASDAQ,Edap Tms Sa,Health Care,Biotechnology Electromedical And Electrotherapeutic Apparatus
939,EDBI,NASDAQ,Legg Mason Emerging Markets Diversified Core Etf,Missing,Missing
940,EDGE,NASDAQ,Edge Therapeutics Inc,Health Care,Major Pharmaceuticals
941,EDGW,NASDAQ,Edgewater Technology Inc,Technology,Computer Software Programming Data Processing
942,EDIT,NASDAQ,Editas Medicine Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
943,EDUC,NASDAQ,Educational Development Corporation,Consumer Durables,Consumer Specialties
944,EEFT,NASDAQ,Euronet Worldwide Inc,Finance,Investment Bankers Brokers Service
945,EEI,NASDAQ,Ecology And Environment Inc,Consumer Services,Military Government Technical
946,EEMA,NASDAQ,Ishares Msci Emerging Markets Asia Index Fund,Missing,Missing
947,EFAS,NASDAQ,Global X Msci Superdividend Eafe Etf,Missing,Missing
948,EFBI,NASDAQ,Eagle Financial Bancorp Inc,Finance,Savings Institutions
949,EFII,NASDAQ,Electronics For Imaging Inc,Technology,Computer Communications Equipment
950,EFOI,NASDAQ,Energy Focus Inc,Consumer Durables,Building Products
951,EFSC,NASDAQ,Enterprise Financial Services Corporation,Finance,Major Banks
952,EGAN,NASDAQ,Egain Corporation,Technology,Computer Software Prepackaged Software
953,EGBN,NASDAQ,Eagle Bancorp Inc,Finance,Major Banks
954,EGC,NASDAQ,Energy Xxi Gulf Coast Inc,Energy,Oil And Gas Production
955,EGLE,NASDAQ,Eagle Bulk Shipping Inc,Transportation,Marine Transportation
956,EGLT,NASDAQ,Egalet Corporation,Health Care,Major Pharmaceuticals
957,EGOV,NASDAQ,Nic Inc,Miscellaneous,Business Services
958,EGRX,NASDAQ,Eagle Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
959,EHTH,NASDAQ,Ehealth Inc,Finance,Specialty Insurers
960,EIGI,NASDAQ,Endurance International Group Holdings Inc,Technology,Computer Software Prepackaged Software
961,EIGR,NASDAQ,Eiger Biopharmaceuticals Inc,Health Care,Biotechnology Biological Products No Diagnostic Substances
962,EKSO,NASDAQ,Ekso Bionics Holdings Inc,Capital Goods,Industrial Machinery Components
963,ELEC,NASDAQ,Electrum Special Acquisition Corporation,Finance,Business Services
964,ELECU,NASDAQ,Electrum Special Acquisition Corporation,Finance,Business Services
965,ELECW,NASDAQ,Electrum Special Acquisition Corporation,Finance,Business Services
966,ELGX,NASDAQ,Endologix Inc,Health Care,Medical Dental Instruments
967,ELON,NASDAQ,Echelon Corporation,Technology,Computer Communications Equipment
968,ELOX,NASDAQ,Eloxx Pharmaceuticals Inc,Health Care,Biotechnology Commercial Physical And Biological Resarch
969,ELSE,NASDAQ,Electrosensors Inc,Capital Goods,Industrial Machinery Components
970,ELTK,NASDAQ,Eltek Ltd,Technology,Electrical Products
971,EMB,NASDAQ,Ishares Jp Morgan Usd Emerging Markets Bond Etf,Missing,Missing
972,EMCB,NASDAQ,Wisdomtree Emerging Markets Corporate Bond Fund,Missing,Missing
973,EMCF,NASDAQ,Emclaire Financial Corp,Finance,Major Banks
974,EMCG,NASDAQ,Wisdomtree Emerging Markets Consumer Growth Fund,Missing,Missing
975,EMCI,NASDAQ,Emc Insurance Group Inc,Finance,Propertycasualty Insurers
976,EMIF,NASDAQ,Ishares Sandp Emerging Markets Infrastructure Index Fund,Missing,Missing
977,EMITF,NASDAQ,Elbit Imaging Ltd,Consumer Services,Building Operators
978,EMKR,NASDAQ,Emcore Corporation,Technology,Semiconductors
979,EML,NASDAQ,Eastern Company The,Capital Goods,Industrial Machinery Components
980,EMMS,NASDAQ,Emmis Communications Corporation,Consumer Services,Broadcasting
981,EMXC,NASDAQ,Ishares Msci Emerging Markets Ex China Etf,Missing,Missing
982,ENDP,NASDAQ,Endo International Plc,Health Care,Major Pharmaceuticals
983,ENFC,NASDAQ,Entegra Financial Corp,Finance,Banks
984,ENG,NASDAQ,Englobal Corporation,Consumer Services,Military Government Technical
985,ENPH,NASDAQ,Enphase Energy Inc,Technology,Semiconductors
986,ENSG,NASDAQ,The Ensign Group Inc,Health Care,Hospital Nursing Management
987,ENT,NASDAQ,Global Eagle Entertainment Inc,Consumer Services,Telecommunications Equipment
988,ENTA,NASDAQ,Enanta Pharmaceuticals Inc,Health Care,Major Pharmaceuticals
989,ENTG,NASDAQ,Entegris Inc,Consumer Nondurables,Plastic Products
990,ENZL,NASDAQ,Ishares Msci New Zealand Etf,Missing,Missing
991,EOLS,NASDAQ,Evolus Inc,Health Care,Major Pharmaceuticals
992,EPAY,NASDAQ,Bottomline Technologies Inc,Technology,Computer Software Prepackaged Software
993,EPIX,NASDAQ,Essa Pharma Inc,Health Care,Major Pharmaceuticals
994,EPZM,NASDAQ,Epizyme Inc,Health Care,Major Pharmaceuticals
995,EQBK,NASDAQ,Equity Bancshares Inc,Finance,Major Banks
996,EQFN,NASDAQ,Equitable Financial Corp,Finance,Savings Institutions
997,EQIX,NASDAQ,Equinix Inc,Consumer Services,Real Estate Investment Trusts
998,EQRR,NASDAQ,Proshares Equities For Rising Rates Etf,Missing,Missing
999,ERI,NASDAQ,Eldorado Resorts Inc,Consumer Services,Hotels Resorts
1000,ERIC,NASDAQ,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
1001,ERIE,NASDAQ,Erie Indemnity Company,Finance,Specialty Insurers
1002,ERII,NASDAQ,Energy Recovery Inc,Technology,Industrial Machinery Components
1003,ERYP,NASDAQ,Erytech Pharma Sa,Health Care,Biotechnology Biological Products No Diagnostic Substances
1004,ESBK,NASDAQ,Elmira Savings Bank Ny The,Finance,Major Banks
1005,ESCA,NASDAQ,Escalade Incorporated,Consumer Nondurables,Recreational Products Toys
1006,ESEA,NASDAQ,Euroseas Ltd,Transportation,Marine Transportation
1007,ESES,NASDAQ,Ecostim Energy Solutions Inc,Energy,Oilfield Services Equipment
1008,ESG,NASDAQ,Flexshares Stoxx Us Esg Impact Index Fund,Missing,Missing
1009,ESGD,NASDAQ,Ishares Msci Eafe Esg Optimized Etf,Missing,Missing
1010,ESGE,NASDAQ,Ishares Msci Em Esg Optimized Etf,Missing,Missing
1011,ESGG,NASDAQ,Flexshares Stoxx Global Esg Impact Index Fund,Missing,Missing
1012,ESGR,NASDAQ,Enstar Group Limited,Finance,Propertycasualty Insurers
1013,ESGU,NASDAQ,Ishares Msci Usa Esg Optimized Etf,Missing,Missing
1014,ESIO,NASDAQ,Electro Scientific Industries Inc,Miscellaneous,Industrial Machinery Components
1015,ESLT,NASDAQ,Elbit Systems Ltd,Capital Goods,Military Government Technical
1016,ESND,NASDAQ,Essendant Inc,Consumer Services,Paper
1017,ESPR,NASDAQ,Esperion Therapeutics Inc,Health Care,Major Pharmaceuticals
1018,ESQ,NASDAQ,Esquire Financial Holdings Inc,Finance,Commercial Banks
1019,ESRX,NASDAQ,Express Scripts Holding Company,Health Care,Medical Nursing Services
1020,ESSA,NASDAQ,Essa Bancorp Inc,Finance,Banks
1021,ESTR,NASDAQ,Estre Ambiental Inc,Public Utilities,Environmental Services
1022,ESTRW,NASDAQ,Estre Ambiental Inc,Public Utilities,Environmental Services
